1:8000,chunk,replicate
2136,8,267
2137,1,268
2138,2,268
2139,3,268
2140,4,268
2141,5,268
2142,6,268
2143,7,268
2144,8,268
2145,1,269
2146,2,269
2147,3,269
2148,4,269
2149,5,269
2150,6,269
2151,7,269
2152,8,269
2153,1,270
2154,2,270
2155,3,270
2156,4,270
2157,5,270
2158,6,270
2159,7,270
2160,8,270
2161,1,271
2162,2,271
2163,3,271
2164,4,271
2165,5,271
2166,6,271
2167,7,271
2168,8,271
2169,1,272
2170,2,272
2171,3,272
2172,4,272
2173,5,272
2174,6,272
2175,7,272
2176,8,272
2177,1,273
2178,2,273
2179,3,273
2180,4,273
2181,5,273
2182,6,273
2183,7,273
2184,8,273
2185,1,274
2186,2,274
2187,3,274
2188,4,274
2189,5,274
2190,6,274
2191,7,274
2192,8,274
2193,1,275
2194,2,275
2195,3,275
2196,4,275
2197,5,275
2198,6,275
2199,7,275
2200,8,275
2201,1,276
2202,2,276
2203,3,276
2204,4,276
2205,5,276
2206,6,276
2207,7,276
2208,8,276
2209,1,277
2210,2,277
2211,3,277
2212,4,277
2213,5,277
2214,6,277
2215,7,277
2216,8,277
2217,1,278
2218,2,278
2219,3,278
2220,4,278
2221,5,278
2222,6,278
2223,7,278
2224,8,278
2225,1,279
2226,2,279
2227,3,279
2228,4,279
2229,5,279
2230,6,279
2231,7,279
2232,8,279
2233,1,280
2234,2,280
2235,3,280
2236,4,280
2237,5,280
2238,6,280
2239,7,280
2240,8,280
2241,1,281
2242,2,281
2243,3,281
2244,4,281
2245,5,281
2246,6,281
2247,7,281
2248,8,281
2249,1,282
2250,2,282
2251,3,282
2252,4,282
2253,5,282
2254,6,282
2255,7,282
2256,8,282
2257,1,283
2258,2,283
2259,3,283
2260,4,283
2261,5,283
2262,6,283
2263,7,283
2264,8,283
2265,1,284
2266,2,284
2267,3,284
2268,4,284
2269,5,284
2270,6,284
2271,7,284
2272,8,284
2273,1,285
2274,2,285
2275,3,285
2276,4,285
2277,5,285
2278,6,285
2279,7,285
2280,8,285
2281,1,286
2282,2,286
2283,3,286
2284,4,286
2285,5,286
2286,6,286
2287,7,286
2288,8,286
2289,1,287
2290,2,287
2291,3,287
2292,4,287
2293,5,287
2294,6,287
2295,7,287
2296,8,287
2297,1,288
2298,2,288
2299,3,288
2300,4,288
2301,5,288
2302,6,288
2303,7,288
2304,8,288
2305,1,289
2306,2,289
2307,3,289
2308,4,289
2309,5,289
2310,6,289
2311,7,289
2312,8,289
2313,1,290
2314,2,290
2315,3,290
2316,4,290
2317,5,290
2318,6,290
2319,7,290
2320,8,290
2321,1,291
2322,2,291
2323,3,291
2324,4,291
2325,5,291
2326,6,291
2327,7,291
2328,8,291
2329,1,292
2330,2,292
2331,3,292
2332,4,292
2333,5,292
2334,6,292
2335,7,292
2336,8,292
2337,1,293
2338,2,293
2339,3,293
2340,4,293
2341,5,293
2342,6,293
2343,7,293
2344,8,293
2345,1,294
2346,2,294
2347,3,294
2348,4,294
2349,5,294
2350,6,294
2351,7,294
2352,8,294
2353,1,295
2354,2,295
2355,3,295
2356,4,295
2357,5,295
2358,6,295
2359,7,295
2360,8,295
2361,1,296
2362,2,296
2363,3,296
2364,4,296
2365,5,296
2366,6,296
2367,7,296
2368,8,296
2369,1,297
2370,2,297
2371,3,297
2372,4,297
2373,5,297
2374,6,297
2375,7,297
2376,8,297
2377,1,298
2378,2,298
2379,3,298
2380,4,298
2381,5,298
2382,6,298
2383,7,298
2384,8,298
2385,1,299
2386,2,299
2387,3,299
2388,4,299
2389,5,299
2390,6,299
2391,7,299
2392,8,299
2393,1,300
2394,2,300
2395,3,300
2396,4,300
2397,5,300
2398,6,300
2399,7,300
2400,8,300
2401,1,301
2402,2,301
2403,3,301
2404,4,301
2405,5,301
2406,6,301
2407,7,301
2408,8,301
2409,1,302
2410,2,302
2411,3,302
2412,4,302
2413,5,302
2414,6,302
2415,7,302
2416,8,302
2417,1,303
2418,2,303
2419,3,303
2420,4,303
2421,5,303
2422,6,303
2423,7,303
2424,8,303
2425,1,304
2426,2,304
2427,3,304
2428,4,304
2429,5,304
2430,6,304
2431,7,304
2432,8,304
2433,1,305
2434,2,305
2435,3,305
2436,4,305
2437,5,305
2438,6,305
2439,7,305
2440,8,305
2441,1,306
2442,2,306
2443,3,306
2444,4,306
2445,5,306
2446,6,306
2447,7,306
2448,8,306
2449,1,307
2450,2,307
2451,3,307
2452,4,307
2453,5,307
2454,6,307
2455,7,307
2456,8,307
2457,1,308
2458,2,308
2459,3,308
2460,4,308
2461,5,308
2462,6,308
2463,7,308
2464,8,308
2465,1,309
2466,2,309
2467,3,309
2468,4,309
2469,5,309
2470,6,309
2471,7,309
2472,8,309
2473,1,310
2474,2,310
2475,3,310
2476,4,310
2477,5,310
2478,6,310
2479,7,310
2480,8,310
2481,1,311
2482,2,311
2483,3,311
2484,4,311
2485,5,311
2486,6,311
2487,7,311
2488,8,311
2489,1,312
2490,2,312
2491,3,312
2492,4,312
2493,5,312
2494,6,312
2495,7,312
2496,8,312
2497,1,313
2498,2,313
2499,3,313
2500,4,313
2501,5,313
2502,6,313
2503,7,313
2504,8,313
2505,1,314
2506,2,314
2507,3,314
2508,4,314
2509,5,314
2510,6,314
2511,7,314
2512,8,314
2513,1,315
2514,2,315
2515,3,315
2516,4,315
2517,5,315
2518,6,315
2519,7,315
2520,8,315
2521,1,316
2522,2,316
2523,3,316
2524,4,316
2525,5,316
2526,6,316
2527,7,316
2528,8,316
2529,1,317
2530,2,317
2531,3,317
2532,4,317
2533,5,317
2534,6,317
2535,7,317
2536,8,317
2537,1,318
2538,2,318
2539,3,318
2540,4,318
2541,5,318
2542,6,318
2543,7,318
2544,8,318
2545,1,319
2546,2,319
2547,3,319
2548,4,319
2549,5,319
2550,6,319
2551,7,319
2552,8,319
2553,1,320
2554,2,320
2555,3,320
2556,4,320
2557,5,320
2558,6,320
2559,7,320
2560,8,320
2561,1,321
2562,2,321
2563,3,321
2564,4,321
2565,5,321
2566,6,321
2567,7,321
2568,8,321
2569,1,322
2570,2,322
2571,3,322
2572,4,322
2573,5,322
2574,6,322
2575,7,322
2576,8,322
2577,1,323
2578,2,323
2579,3,323
2580,4,323
2581,5,323
2582,6,323
2583,7,323
2584,8,323
2585,1,324
2586,2,324
2587,3,324
2588,4,324
2589,5,324
2590,6,324
2591,7,324
2592,8,324
2593,1,325
2594,2,325
2595,3,325
2596,4,325
2597,5,325
2598,6,325
2599,7,325
2600,8,325
2601,1,326
2602,2,326
2603,3,326
2604,4,326
2605,5,326
2606,6,326
2607,7,326
2608,8,326
2609,1,327
2610,2,327
2611,3,327
2612,4,327
2613,5,327
2614,6,327
2615,7,327
2616,8,327
2617,1,328
2618,2,328
2619,3,328
2620,4,328
2621,5,328
2622,6,328
2623,7,328
2624,8,328
2625,1,329
2626,2,329
2627,3,329
2628,4,329
2629,5,329
2630,6,329
2631,7,329
2632,8,329
2633,1,330
2634,2,330
2635,3,330
2636,4,330
2637,5,330
2638,6,330
2639,7,330
2640,8,330
2641,1,331
2642,2,331
2643,3,331
2644,4,331
2645,5,331
2646,6,331
2647,7,331
2648,8,331
2649,1,332
2650,2,332
2651,3,332
2652,4,332
2653,5,332
2654,6,332
2655,7,332
2656,8,332
2657,1,333
2658,2,333
2659,3,333
2660,4,333
2661,5,333
2662,6,333
2663,7,333
2664,8,333
2665,1,334
2666,2,334
2667,3,334
2668,4,334
2669,5,334
2670,6,334
2671,7,334
2672,8,334
2673,1,335
2674,2,335
2675,3,335
2676,4,335
2677,5,335
2678,6,335
2679,7,335
2680,8,335
2681,1,336
2682,2,336
2683,3,336
2684,4,336
2685,5,336
2686,6,336
2687,7,336
2688,8,336
2689,1,337
2690,2,337
2691,3,337
2692,4,337
2693,5,337
2694,6,337
2695,7,337
2696,8,337
2697,1,338
2698,2,338
2699,3,338
2700,4,338
2701,5,338
2702,6,338
2703,7,338
2704,8,338
2705,1,339
2706,2,339
2707,3,339
2708,4,339
2709,5,339
2710,6,339
2711,7,339
2712,8,339
2713,1,340
2714,2,340
2715,3,340
2716,4,340
2717,5,340
2718,6,340
2719,7,340
2720,8,340
2721,1,341
2722,2,341
2723,3,341
2724,4,341
2725,5,341
2726,6,341
2727,7,341
2728,8,341
2729,1,342
2730,2,342
2731,3,342
2732,4,342
2733,5,342
2734,6,342
2735,7,342
2736,8,342
2737,1,343
2738,2,343
2739,3,343
2740,4,343
2741,5,343
2742,6,343
2743,7,343
2744,8,343
2745,1,344
2746,2,344
2747,3,344
2748,4,344
2749,5,344
2750,6,344
2751,7,344
2752,8,344
2753,1,345
2754,2,345
2755,3,345
2756,4,345
2757,5,345
2758,6,345
2759,7,345
2760,8,345
2761,1,346
2762,2,346
2763,3,346
2764,4,346
2765,5,346
2766,6,346
2767,7,346
2768,8,346
2769,1,347
2770,2,347
2771,3,347
2772,4,347
2773,5,347
2774,6,347
2775,7,347
2776,8,347
2777,1,348
2778,2,348
2779,3,348
2780,4,348
2781,5,348
2782,6,348
2783,7,348
2784,8,348
2785,1,349
2786,2,349
2787,3,349
2788,4,349
2789,5,349
2790,6,349
2791,7,349
2792,8,349
2793,1,350
2794,2,350
2795,3,350
2796,4,350
2797,5,350
2798,6,350
2799,7,350
2800,8,350
2801,1,351
2802,2,351
2803,3,351
2804,4,351
2805,5,351
2806,6,351
2807,7,351
2808,8,351
2809,1,352
2810,2,352
2811,3,352
2812,4,352
2813,5,352
2814,6,352
2815,7,352
2816,8,352
2817,1,353
2818,2,353
2819,3,353
2820,4,353
2821,5,353
2822,6,353
2823,7,353
2824,8,353
2825,1,354
2826,2,354
2827,3,354
2828,4,354
2829,5,354
2830,6,354
2831,7,354
2832,8,354
2833,1,355
2834,2,355
2835,3,355
2836,4,355
2837,5,355
2838,6,355
2839,7,355
2840,8,355
2841,1,356
2842,2,356
2843,3,356
2844,4,356
2845,5,356
2846,6,356
2847,7,356
2848,8,356
2849,1,357
2850,2,357
2851,3,357
2852,4,357
2853,5,357
2854,6,357
2855,7,357
2856,8,357
2857,1,358
2858,2,358
2859,3,358
2860,4,358
2861,5,358
2862,6,358
2863,7,358
2864,8,358
2865,1,359
2866,2,359
2867,3,359
2868,4,359
2869,5,359
2870,6,359
2871,7,359
2872,8,359
2873,1,360
2874,2,360
2875,3,360
2876,4,360
2877,5,360
2878,6,360
2879,7,360
2880,8,360
2881,1,361
2882,2,361
2883,3,361
2884,4,361
2885,5,361
2886,6,361
2887,7,361
2888,8,361
2889,1,362
2890,2,362
2891,3,362
2892,4,362
2893,5,362
2894,6,362
2895,7,362
2896,8,362
2897,1,363
2898,2,363
2899,3,363
2900,4,363
2901,5,363
2902,6,363
2903,7,363
2904,8,363
2905,1,364
2906,2,364
2907,3,364
2908,4,364
2909,5,364
2910,6,364
2911,7,364
2912,8,364
2913,1,365
2914,2,365
2915,3,365
2916,4,365
2917,5,365
2918,6,365
2919,7,365
2920,8,365
2921,1,366
2922,2,366
2923,3,366
2924,4,366
2925,5,366
2926,6,366
2927,7,366
2928,8,366
2929,1,367
2930,2,367
2931,3,367
2932,4,367
2933,5,367
2934,6,367
2935,7,367
2936,8,367
2937,1,368
2938,2,368
2939,3,368
2940,4,368
2941,5,368
2942,6,368
2943,7,368
2944,8,368
2945,1,369
2946,2,369
2947,3,369
2948,4,369
2949,5,369
2950,6,369
2951,7,369
2952,8,369
2953,1,370
2954,2,370
2955,3,370
2956,4,370
2957,5,370
2958,6,370
2959,7,370
2960,8,370
2961,1,371
2962,2,371
2963,3,371
2964,4,371
2965,5,371
2966,6,371
2967,7,371
2968,8,371
2969,1,372
2970,2,372
2971,3,372
2972,4,372
2973,5,372
2974,6,372
2975,7,372
2976,8,372
2977,1,373
2978,2,373
2979,3,373
2980,4,373
2981,5,373
2982,6,373
2983,7,373
2984,8,373
2985,1,374
2986,2,374
2987,3,374
2988,4,374
2989,5,374
2990,6,374
2991,7,374
2992,8,374
2993,1,375
2994,2,375
2995,3,375
2996,4,375
2997,5,375
2998,6,375
2999,7,375
3000,8,375
3001,1,376
3002,2,376
3003,3,376
3004,4,376
3005,5,376
3006,6,376
3007,7,376
3008,8,376
3009,1,377
3010,2,377
3011,3,377
3012,4,377
3013,5,377
3014,6,377
3015,7,377
3016,8,377
3017,1,378
3018,2,378
3019,3,378
3020,4,378
3021,5,378
3022,6,378
3023,7,378
3024,8,378
3025,1,379
3026,2,379
3027,3,379
3028,4,379
3029,5,379
3030,6,379
3031,7,379
3032,8,379
3033,1,380
3034,2,380
3035,3,380
3036,4,380
3037,5,380
3038,6,380
3039,7,380
3040,8,380
3041,1,381
3042,2,381
3043,3,381
3044,4,381
3045,5,381
3046,6,381
3047,7,381
3048,8,381
3049,1,382
3050,2,382
3051,3,382
3052,4,382
3053,5,382
3054,6,382
3055,7,382
3056,8,382
3057,1,383
3058,2,383
3059,3,383
3060,4,383
3061,5,383
3062,6,383
3063,7,383
3064,8,383
3065,1,384
3066,2,384
3067,3,384
3068,4,384
3069,5,384
3070,6,384
3071,7,384
3072,8,384
3073,1,385
3074,2,385
3075,3,385
3076,4,385
3077,5,385
3078,6,385
3079,7,385
3080,8,385
3081,1,386
3082,2,386
3083,3,386
3084,4,386
3085,5,386
3086,6,386
3087,7,386
3088,8,386
3089,1,387
3090,2,387
3091,3,387
3092,4,387
3093,5,387
3094,6,387
3095,7,387
3096,8,387
3097,1,388
3098,2,388
3099,3,388
3100,4,388
3101,5,388
3102,6,388
3103,7,388
3104,8,388
3105,1,389
3106,2,389
3107,3,389
3108,4,389
3109,5,389
3110,6,389
3111,7,389
3112,8,389
3113,1,390
3114,2,390
3115,3,390
3116,4,390
3117,5,390
3118,6,390
3119,7,390
3120,8,390
3121,1,391
3122,2,391
3123,3,391
3124,4,391
3125,5,391
3126,6,391
3127,7,391
3128,8,391
3129,1,392
3130,2,392
3131,3,392
3132,4,392
3133,5,392
3134,6,392
3135,7,392
3136,8,392
3137,1,393
3138,2,393
3139,3,393
3140,4,393
3141,5,393
3142,6,393
3143,7,393
3144,8,393
3145,1,394
3146,2,394
3147,3,394
3148,4,394
3149,5,394
3150,6,394
3151,7,394
3152,8,394
3153,1,395
3154,2,395
3155,3,395
3156,4,395
3157,5,395
3158,6,395
3159,7,395
3160,8,395
3161,1,396
3162,2,396
3163,3,396
3164,4,396
3165,5,396
3166,6,396
3167,7,396
3168,8,396
3169,1,397
3170,2,397
3171,3,397
3172,4,397
3173,5,397
3174,6,397
3175,7,397
3176,8,397
3177,1,398
3178,2,398
3179,3,398
3180,4,398
3181,5,398
3182,6,398
3183,7,398
3184,8,398
3185,1,399
3186,2,399
3187,3,399
3188,4,399
3189,5,399
3190,6,399
3191,7,399
3192,8,399
3193,1,400
3194,2,400
3195,3,400
3196,4,400
3197,5,400
3198,6,400
3199,7,400
3200,8,400
3201,1,401
3202,2,401
3203,3,401
3204,4,401
3205,5,401
3206,6,401
3207,7,401
3208,8,401
3209,1,402
3210,2,402
3211,3,402
3212,4,402
3213,5,402
3214,6,402
3215,7,402
3216,8,402
3217,1,403
3218,2,403
3219,3,403
3220,4,403
3221,5,403
3222,6,403
3223,7,403
3224,8,403
3225,1,404
3226,2,404
3227,3,404
3228,4,404
3229,5,404
3230,6,404
3231,7,404
3232,8,404
3233,1,405
3234,2,405
3235,3,405
3236,4,405
3237,5,405
3238,6,405
3239,7,405
3240,8,405
3241,1,406
3242,2,406
3243,3,406
3244,4,406
3245,5,406
3246,6,406
3247,7,406
3248,8,406
3249,1,407
3250,2,407
3251,3,407
3252,4,407
3253,5,407
3254,6,407
3255,7,407
3256,8,407
3257,1,408
3258,2,408
3259,3,408
3260,4,408
3261,5,408
3262,6,408
3263,7,408
3264,8,408
3265,1,409
3266,2,409
3267,3,409
3268,4,409
3269,5,409
3270,6,409
3271,7,409
3272,8,409
3273,1,410
3274,2,410
3275,3,410
3276,4,410
3277,5,410
3278,6,410
3279,7,410
3280,8,410
3281,1,411
3282,2,411
3283,3,411
3284,4,411
3285,5,411
3286,6,411
3287,7,411
3288,8,411
3289,1,412
3290,2,412
3291,3,412
3292,4,412
3293,5,412
3294,6,412
3295,7,412
3296,8,412
3297,1,413
3298,2,413
3299,3,413
3300,4,413
3301,5,413
3302,6,413
3303,7,413
3304,8,413
3305,1,414
3306,2,414
3307,3,414
3308,4,414
3309,5,414
3310,6,414
3311,7,414
3312,8,414
3313,1,415
3314,2,415
3315,3,415
3316,4,415
3317,5,415
3318,6,415
3319,7,415
3320,8,415
3321,1,416
3322,2,416
3323,3,416
3324,4,416
3325,5,416
3326,6,416
3327,7,416
3328,8,416
3329,1,417
3330,2,417
3331,3,417
3332,4,417
3333,5,417
3334,6,417
3335,7,417
3336,8,417
3337,1,418
3338,2,418
3339,3,418
3340,4,418
3341,5,418
3342,6,418
3343,7,418
3344,8,418
3345,1,419
3346,2,419
3347,3,419
3348,4,419
3349,5,419
3350,6,419
3351,7,419
3352,8,419
3353,1,420
3354,2,420
3355,3,420
3356,4,420
3357,5,420
3358,6,420
3359,7,420
3360,8,420
3361,1,421
3362,2,421
3363,3,421
3364,4,421
3365,5,421
3366,6,421
3367,7,421
3368,8,421
3369,1,422
3370,2,422
3371,3,422
3372,4,422
3373,5,422
3374,6,422
3375,7,422
3376,8,422
3377,1,423
3378,2,423
3379,3,423
3380,4,423
3381,5,423
3382,6,423
3383,7,423
3384,8,423
3385,1,424
3386,2,424
3387,3,424
3388,4,424
3389,5,424
3390,6,424
3391,7,424
3392,8,424
3393,1,425
3394,2,425
3395,3,425
3396,4,425
3397,5,425
3398,6,425
3399,7,425
3400,8,425
3401,1,426
3402,2,426
3403,3,426
3404,4,426
3405,5,426
3406,6,426
3407,7,426
3408,8,426
3409,1,427
3410,2,427
3411,3,427
3412,4,427
3413,5,427
3414,6,427
3415,7,427
3416,8,427
3417,1,428
3418,2,428
3419,3,428
3420,4,428
3421,5,428
3422,6,428
3423,7,428
3424,8,428
3425,1,429
3426,2,429
3427,3,429
3428,4,429
3429,5,429
3430,6,429
3431,7,429
3432,8,429
3433,1,430
3434,2,430
3435,3,430
3436,4,430
3437,5,430
3438,6,430
3439,7,430
3440,8,430
3441,1,431
3442,2,431
3443,3,431
3444,4,431
3445,5,431
3446,6,431
3447,7,431
3448,8,431
3449,1,432
3450,2,432
3451,3,432
3452,4,432
3453,5,432
3454,6,432
3455,7,432
3456,8,432
3457,1,433
3458,2,433
3459,3,433
3460,4,433
3461,5,433
3462,6,433
3463,7,433
3464,8,433
3465,1,434
3466,2,434
3467,3,434
3468,4,434
3469,5,434
3470,6,434
3471,7,434
3472,8,434
3473,1,435
3474,2,435
3475,3,435
3476,4,435
3477,5,435
3478,6,435
3479,7,435
3480,8,435
3481,1,436
3482,2,436
3483,3,436
3484,4,436
3485,5,436
3486,6,436
3487,7,436
3488,8,436
3489,1,437
3490,2,437
3491,3,437
3492,4,437
3493,5,437
3494,6,437
3495,7,437
3496,8,437
3497,1,438
3498,2,438
3499,3,438
3500,4,438
3501,5,438
3502,6,438
3503,7,438
3504,8,438
3505,1,439
3506,2,439
3507,3,439
3508,4,439
3509,5,439
3510,6,439
3511,7,439
3512,8,439
3513,1,440
3514,2,440
3515,3,440
3516,4,440
3517,5,440
3518,6,440
3519,7,440
3520,8,440
3521,1,441
3522,2,441
3523,3,441
3524,4,441
3525,5,441
3526,6,441
3527,7,441
3528,8,441
3529,1,442
3530,2,442
3531,3,442
3532,4,442
3533,5,442
3534,6,442
3535,7,442
3536,8,442
3537,1,443
3538,2,443
3539,3,443
3540,4,443
3541,5,443
3542,6,443
3543,7,443
3544,8,443
3545,1,444
3546,2,444
3547,3,444
3548,4,444
3549,5,444
3550,6,444
3551,7,444
3552,8,444
3553,1,445
3554,2,445
3555,3,445
3556,4,445
3557,5,445
3558,6,445
3559,7,445
3560,8,445
3561,1,446
3562,2,446
3563,3,446
3564,4,446
3565,5,446
3566,6,446
3567,7,446
3568,8,446
3569,1,447
3570,2,447
3571,3,447
3572,4,447
3573,5,447
3574,6,447
3575,7,447
3576,8,447
3577,1,448
3578,2,448
3579,3,448
3580,4,448
3581,5,448
3582,6,448
3583,7,448
3584,8,448
3585,1,449
3586,2,449
3587,3,449
3588,4,449
3589,5,449
3590,6,449
3591,7,449
3592,8,449
3593,1,450
3594,2,450
3595,3,450
3596,4,450
3597,5,450
3598,6,450
3599,7,450
3600,8,450
3601,1,451
3602,2,451
3603,3,451
3604,4,451
3605,5,451
3606,6,451
3607,7,451
3608,8,451
3609,1,452
3610,2,452
3611,3,452
3612,4,452
3613,5,452
3614,6,452
3615,7,452
3616,8,452
3617,1,453
3618,2,453
3619,3,453
3620,4,453
3621,5,453
3622,6,453
3623,7,453
3624,8,453
3625,1,454
3626,2,454
3627,3,454
3628,4,454
3629,5,454
3630,6,454
3631,7,454
3632,8,454
3633,1,455
3634,2,455
3635,3,455
3636,4,455
3637,5,455
3638,6,455
3639,7,455
3640,8,455
3641,1,456
3642,2,456
3643,3,456
3644,4,456
3645,5,456
3646,6,456
3647,7,456
3648,8,456
3649,1,457
3650,2,457
3651,3,457
3652,4,457
3653,5,457
3654,6,457
3655,7,457
3656,8,457
3657,1,458
3658,2,458
3659,3,458
3660,4,458
3661,5,458
3662,6,458
3663,7,458
3664,8,458
3665,1,459
3666,2,459
3667,3,459
3668,4,459
3669,5,459
3670,6,459
3671,7,459
3672,8,459
3673,1,460
3674,2,460
3675,3,460
3676,4,460
3677,5,460
3678,6,460
3679,7,460
3680,8,460
3681,1,461
3682,2,461
3683,3,461
3684,4,461
3685,5,461
3686,6,461
3687,7,461
3688,8,461
3689,1,462
3690,2,462
3691,3,462
3692,4,462
3693,5,462
3694,6,462
3695,7,462
3696,8,462
3697,1,463
3698,2,463
3699,3,463
3700,4,463
3701,5,463
3702,6,463
3703,7,463
3704,8,463
3705,1,464
3706,2,464
3707,3,464
3708,4,464
3709,5,464
3710,6,464
3711,7,464
3712,8,464
3713,1,465
3714,2,465
3715,3,465
3716,4,465
3717,5,465
3718,6,465
3719,7,465
3720,8,465
3721,1,466
3722,2,466
3723,3,466
3724,4,466
3725,5,466
3726,6,466
3727,7,466
3728,8,466
3729,1,467
3730,2,467
3731,3,467
3732,4,467
3733,5,467
3734,6,467
3735,7,467
3736,8,467
3737,1,468
3738,2,468
3739,3,468
3740,4,468
3741,5,468
3742,6,468
3743,7,468
3744,8,468
3745,1,469
3746,2,469
3747,3,469
3748,4,469
3749,5,469
3750,6,469
3751,7,469
3752,8,469
3753,1,470
3754,2,470
3755,3,470
3756,4,470
3757,5,470
3758,6,470
3759,7,470
3760,8,470
3761,1,471
3762,2,471
3763,3,471
3764,4,471
3765,5,471
3766,6,471
3767,7,471
3768,8,471
3769,1,472
3770,2,472
3771,3,472
3772,4,472
3773,5,472
3774,6,472
3775,7,472
3776,8,472
3777,1,473
3778,2,473
3779,3,473
3780,4,473
3781,5,473
3782,6,473
3783,7,473
3784,8,473
3785,1,474
3786,2,474
3787,3,474
3788,4,474
3789,5,474
3790,6,474
3791,7,474
3792,8,474
3793,1,475
3794,2,475
3795,3,475
3796,4,475
3797,5,475
3798,6,475
3799,7,475
3800,8,475
3801,1,476
3802,2,476
3803,3,476
3804,4,476
3805,5,476
3806,6,476
3807,7,476
3808,8,476
3809,1,477
3810,2,477
3811,3,477
3812,4,477
3813,5,477
3814,6,477
3815,7,477
3816,8,477
3817,1,478
3818,2,478
3819,3,478
3820,4,478
3821,5,478
3822,6,478
3823,7,478
3824,8,478
3825,1,479
3826,2,479
3827,3,479
3828,4,479
3829,5,479
3830,6,479
3831,7,479
3832,8,479
3833,1,480
3834,2,480
3835,3,480
3836,4,480
3837,5,480
3838,6,480
3839,7,480
3840,8,480
3841,1,481
3842,2,481
3843,3,481
3844,4,481
3845,5,481
3846,6,481
3847,7,481
3848,8,481
3849,1,482
3850,2,482
3851,3,482
3852,4,482
3853,5,482
3854,6,482
3855,7,482
3856,8,482
3857,1,483
3858,2,483
3859,3,483
3860,4,483
3861,5,483
3862,6,483
3863,7,483
3864,8,483
3865,1,484
3866,2,484
3867,3,484
3868,4,484
3869,5,484
3870,6,484
3871,7,484
3872,8,484
3873,1,485
3874,2,485
3875,3,485
3876,4,485
3877,5,485
3878,6,485
3879,7,485
3880,8,485
3881,1,486
3882,2,486
3883,3,486
3884,4,486
3885,5,486
3886,6,486
3887,7,486
3888,8,486
3889,1,487
3890,2,487
3891,3,487
3892,4,487
3893,5,487
3894,6,487
3895,7,487
3896,8,487
3897,1,488
3898,2,488
3899,3,488
3900,4,488
3901,5,488
3902,6,488
3903,7,488
3904,8,488
3905,1,489
3906,2,489
3907,3,489
3908,4,489
3909,5,489
3910,6,489
3911,7,489
3912,8,489
3913,1,490
3914,2,490
3915,3,490
3916,4,490
3917,5,490
3918,6,490
3919,7,490
3920,8,490
3921,1,491
3922,2,491
3923,3,491
3924,4,491
3925,5,491
3926,6,491
3927,7,491
3928,8,491
3929,1,492
3930,2,492
3931,3,492
3932,4,492
3933,5,492
3934,6,492
3935,7,492
3936,8,492
3937,1,493
3938,2,493
3939,3,493
3940,4,493
3941,5,493
3942,6,493
3943,7,493
3944,8,493
3945,1,494
3946,2,494
3947,3,494
3948,4,494
3949,5,494
3950,6,494
3951,7,494
3952,8,494
3953,1,495
3954,2,495
3955,3,495
3956,4,495
3957,5,495
3958,6,495
3959,7,495
3960,8,495
3961,1,496
3962,2,496
3963,3,496
3964,4,496
3965,5,496
3966,6,496
3967,7,496
3968,8,496
3969,1,497
3970,2,497
3971,3,497
3972,4,497
3973,5,497
3974,6,497
3975,7,497
3976,8,497
3977,1,498
3978,2,498
3979,3,498
3980,4,498
3981,5,498
3982,6,498
3983,7,498
3984,8,498
3985,1,499
3986,2,499
3987,3,499
3988,4,499
3989,5,499
3990,6,499
3991,7,499
3992,8,499
3993,1,500
3994,2,500
3995,3,500
3996,4,500
3997,5,500
3998,6,500
3999,7,500
4000,8,500
4001,1,501
4002,2,501
4003,3,501
4004,4,501
4005,5,501
4006,6,501
4007,7,501
4008,8,501
4009,1,502
4010,2,502
4011,3,502
4012,4,502
4013,5,502
4014,6,502
4015,7,502
4016,8,502
4017,1,503
4018,2,503
4019,3,503
4020,4,503
4021,5,503
4022,6,503
4023,7,503
4024,8,503
4025,1,504
4026,2,504
4027,3,504
4028,4,504
4029,5,504
4030,6,504
4031,7,504
4032,8,504
4033,1,505
4034,2,505
4035,3,505
4036,4,505
4037,5,505
4038,6,505
4039,7,505
4040,8,505
4041,1,506
4042,2,506
4043,3,506
4044,4,506
4045,5,506
4046,6,506
4047,7,506
4048,8,506
4049,1,507
4050,2,507
4051,3,507
4052,4,507
4053,5,507
4054,6,507
4055,7,507
4056,8,507
4057,1,508
4058,2,508
4059,3,508
4060,4,508
4061,5,508
4062,6,508
4063,7,508
4064,8,508
4065,1,509
4066,2,509
4067,3,509
4068,4,509
4069,5,509
4070,6,509
4071,7,509
4072,8,509
4073,1,510
4074,2,510
4075,3,510
4076,4,510
4077,5,510
4078,6,510
4079,7,510
4080,8,510
4081,1,511
4082,2,511
4083,3,511
4084,4,511
4085,5,511
4086,6,511
4087,7,511
4088,8,511
4089,1,512
4090,2,512
4091,3,512
4092,4,512
4093,5,512
4094,6,512
4095,7,512
4096,8,512
4097,1,513
4098,2,513
4099,3,513
4100,4,513
4101,5,513
4102,6,513
4103,7,513
4104,8,513
4105,1,514
4106,2,514
4107,3,514
4108,4,514
4109,5,514
4110,6,514
4111,7,514
4112,8,514
4113,1,515
4114,2,515
4115,3,515
4116,4,515
4117,5,515
4118,6,515
4119,7,515
4120,8,515
4121,1,516
4122,2,516
4123,3,516
4124,4,516
4125,5,516
4126,6,516
4127,7,516
4128,8,516
4129,1,517
4130,2,517
4131,3,517
4132,4,517
4133,5,517
